sample_id,environment,ros2_pub_command,raw_rrt,raw_llm,s_u,s_x
1437,"{""start"":{""x"":1.36,""y"":0.7,""z"":-0.25},""goal"":{""x"":3.28,""y"":1.52,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.14,2.24,-0.75],""max_corner"":[0.53,2.77,0.25],""size"":[0.39,0.53,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.39,0.33,-0.75],""max_corner"":[2.98,0.73,0.25],""size"":[0.59,0.41,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[2.1,2.86,-0.75],""max_corner"":[2.76,3.25,0.25],""size"":[0.65,0.38,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.14,2.24,-0.75],\""max_corner\"":[0.53,2.77,0.25],\""size\"":[0.39,0.53,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.39,0.33,-0.75],\""max_corner\"":[2.98,0.73,0.25],\""size\"":[0.59,0.41,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[2.1,2.86,-0.75],\""max_corner\"":[2.76,3.25,0.25],\""size\"":[0.65,0.38,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.36,""y"":0.7,""z"":-0.25},{""x"":1.82,""y"":1.22,""z"":-0.25},{""x"":3.28,""y"":1.52,""z"":-0.25}]","[{""x"":1.36,""y"":0.7,""z"":-0.25},{""x"":1.81,""y"":1.29,""z"":-0.25},{""x"":3.28,""y"":1.52,""z"":-0.25}]",0.046165,0.073426
1438,"{""start"":{""x"":2.85,""y"":3.92,""z"":-0.25},""goal"":{""x"":2.07,""y"":0.04,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":2.85,""y"":3.92,""z"":-0.25},{""x"":2.07,""y"":0.04,""z"":-0.25}]","[{""x"":2.85,""y"":3.92,""z"":-0.25},{""x"":2.07,""y"":0.04,""z"":-0.25}]",0.0,0.0
1439,"{""start"":{""x"":3.47,""y"":3.1,""z"":-0.25},""goal"":{""x"":3.17,""y"":1.56,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.8,2.72,-0.75],""max_corner"":[2.27,3.08,0.25],""size"":[0.46,0.36,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.48,2.62,-0.75],""max_corner"":[2.0,2.89,0.25],""size"":[0.52,0.27,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[0.57,0.96,-0.75],""max_corner"":[1.26,1.36,0.25],""size"":[0.69,0.4,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[0.86,0.11,-0.75],""max_corner"":[1.45,0.51,0.25],""size"":[0.59,0.4,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.8,2.72,-0.75],\""max_corner\"":[2.27,3.08,0.25],\""size\"":[0.46,0.36,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.48,2.62,-0.75],\""max_corner\"":[2.0,2.89,0.25],\""size\"":[0.52,0.27,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[0.57,0.96,-0.75],\""max_corner\"":[1.26,1.36,0.25],\""size\"":[0.69,0.4,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[0.86,0.11,-0.75],\""max_corner\"":[1.45,0.51,0.25],\""size\"":[0.59,0.4,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.47,""y"":3.1,""z"":-0.25},{""x"":3.17,""y"":1.56,""z"":-0.25}]","[{""x"":3.47,""y"":3.1,""z"":-0.25},{""x"":3.17,""y"":1.56,""z"":-0.25}]",0.0,0.0
1440,"{""start"":{""x"":3.87,""y"":3.97,""z"":-0.25},""goal"":{""x"":2.06,""y"":2.32,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.84,0.44,-0.75],""max_corner"":[2.54,1.18,0.25],""size"":[0.7,0.74,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.24,0.83,-0.75],""max_corner"":[0.98,1.14,0.25],""size"":[0.74,0.31,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.84,0.44,-0.75],\""max_corner\"":[2.54,1.18,0.25],\""size\"":[0.7,0.74,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.24,0.83,-0.75],\""max_corner\"":[0.98,1.14,0.25],\""size\"":[0.74,0.31,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.87,""y"":3.97,""z"":-0.25},{""x"":2.06,""y"":2.32,""z"":-0.25}]","[{""x"":3.87,""y"":3.97,""z"":-0.25},{""x"":2.06,""y"":2.32,""z"":-0.25}]",0.0,0.0
1441,"{""start"":{""x"":1.13,""y"":3.29,""z"":-0.25},""goal"":{""x"":3.15,""y"":1.14,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.3,2.47,-0.75],""max_corner"":[2.81,3.0,0.25],""size"":[0.51,0.54,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.26,2.6,-0.75],""max_corner"":[0.65,2.97,0.25],""size"":[0.39,0.36,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[3.11,2.22,-0.75],""max_corner"":[3.84,2.79,0.25],""size"":[0.73,0.57,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.3,2.47,-0.75],\""max_corner\"":[2.81,3.0,0.25],\""size\"":[0.51,0.54,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.26,2.6,-0.75],\""max_corner\"":[0.65,2.97,0.25],\""size\"":[0.39,0.36,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[3.11,2.22,-0.75],\""max_corner\"":[3.84,2.79,0.25],\""size\"":[0.73,0.57,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.13,""y"":3.29,""z"":-0.25},{""x"":1.67,""y"":1.47,""z"":-0.25},{""x"":3.15,""y"":1.14,""z"":-0.25}]","[{""x"":1.13,""y"":3.29,""z"":-0.25},{""x"":1.67,""y"":2.04,""z"":-0.25},{""x"":3.15,""y"":1.14,""z"":-0.25}]",0.204317,0.466422
1442,"{""start"":{""x"":2.19,""y"":0.92,""z"":-0.25},""goal"":{""x"":0.25,""y"":2.38,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.51,2.15,-0.75],""max_corner"":[2.23,2.78,0.25],""size"":[0.73,0.63,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.51,2.15,-0.75],\""max_corner\"":[2.23,2.78,0.25],\""size\"":[0.73,0.63,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.19,""y"":0.92,""z"":-0.25},{""x"":0.25,""y"":2.38,""z"":-0.25}]","[{""x"":2.19,""y"":0.92,""z"":-0.25},{""x"":0.25,""y"":2.38,""z"":-0.25}]",0.0,0.0
1443,"{""start"":{""x"":2.16,""y"":3.07,""z"":-0.25},""goal"":{""x"":0.41,""y"":2.25,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":2.16,""y"":3.07,""z"":-0.25},{""x"":0.41,""y"":2.25,""z"":-0.25}]","[{""x"":2.16,""y"":3.07,""z"":-0.25},{""x"":0.41,""y"":2.25,""z"":-0.25}]",0.0,0.0
1444,"{""start"":{""x"":1.08,""y"":2.43,""z"":-0.25},""goal"":{""x"":2.09,""y"":0.97,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":1.08,""y"":2.43,""z"":-0.25},{""x"":2.09,""y"":0.97,""z"":-0.25}]","[{""x"":1.08,""y"":2.43,""z"":-0.25},{""x"":2.09,""y"":0.97,""z"":-0.25}]",0.0,0.0
1445,"{""start"":{""x"":0.76,""y"":3.44,""z"":-0.25},""goal"":{""x"":3.58,""y"":3.93,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":0.76,""y"":3.44,""z"":-0.25},{""x"":3.58,""y"":3.93,""z"":-0.25}]","[{""x"":0.76,""y"":3.44,""z"":-0.25},{""x"":3.58,""y"":3.93,""z"":-0.25}]",0.0,0.0
1446,"{""start"":{""x"":1.04,""y"":3.69,""z"":-0.25},""goal"":{""x"":2.5,""y"":2.44,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":1.04,""y"":3.69,""z"":-0.25},{""x"":2.5,""y"":2.44,""z"":-0.25}]","[{""x"":1.04,""y"":3.69,""z"":-0.25},{""x"":2.5,""y"":2.44,""z"":-0.25}]",0.0,0.0
1447,"{""start"":{""x"":3.88,""y"":1.85,""z"":-0.25},""goal"":{""x"":2.29,""y"":1.46,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.19,0.27,-0.75],""max_corner"":[1.82,0.75,0.25],""size"":[0.63,0.48,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.07,3.39,-0.75],""max_corner"":[2.35,3.91,0.25],""size"":[0.28,0.52,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[2.54,2.57,-0.75],""max_corner"":[3.04,3.2,0.25],""size"":[0.5,0.62,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[0.63,1.66,-0.75],""max_corner"":[0.89,2.41,0.25],""size"":[0.26,0.74,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.19,0.27,-0.75],\""max_corner\"":[1.82,0.75,0.25],\""size\"":[0.63,0.48,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.07,3.39,-0.75],\""max_corner\"":[2.35,3.91,0.25],\""size\"":[0.28,0.52,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[2.54,2.57,-0.75],\""max_corner\"":[3.04,3.2,0.25],\""size\"":[0.5,0.62,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[0.63,1.66,-0.75],\""max_corner\"":[0.89,2.41,0.25],\""size\"":[0.26,0.74,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.88,""y"":1.85,""z"":-0.25},{""x"":2.29,""y"":1.46,""z"":-0.25}]","[{""x"":3.88,""y"":1.85,""z"":-0.25},{""x"":2.29,""y"":1.46,""z"":-0.25}]",0.0,0.0
1448,"{""start"":{""x"":2.32,""y"":1.11,""z"":-0.25},""goal"":{""x"":3.39,""y"":1.95,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.89,0.45,-0.75],""max_corner"":[1.18,1.03,0.25],""size"":[0.29,0.58,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.15,0.33,-0.75],""max_corner"":[1.48,0.83,0.25],""size"":[0.33,0.5,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.89,0.45,-0.75],\""max_corner\"":[1.18,1.03,0.25],\""size\"":[0.29,0.58,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.15,0.33,-0.75],\""max_corner\"":[1.48,0.83,0.25],\""size\"":[0.33,0.5,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.32,""y"":1.11,""z"":-0.25},{""x"":3.39,""y"":1.95,""z"":-0.25}]","[{""x"":2.32,""y"":1.11,""z"":-0.25},{""x"":3.39,""y"":1.95,""z"":-0.25}]",0.0,0.0
1449,"{""start"":{""x"":3.67,""y"":0.55,""z"":-0.25},""goal"":{""x"":2.61,""y"":3.81,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.8,1.93,-0.75],""max_corner"":[3.46,2.62,0.25],""size"":[0.67,0.69,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.28,2.18,-0.75],""max_corner"":[2.54,2.6,0.25],""size"":[0.26,0.42,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.8,1.93,-0.75],\""max_corner\"":[3.46,2.62,0.25],\""size\"":[0.67,0.69,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.28,2.18,-0.75],\""max_corner\"":[2.54,2.6,0.25],\""size\"":[0.26,0.42,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.67,""y"":0.55,""z"":-0.25},{""x"":1.98,""y"":1.71,""z"":-0.25},{""x"":1.73,""y"":1.96,""z"":-0.25},{""x"":1.62,""y"":3.15,""z"":-0.25},{""x"":2.61,""y"":3.81,""z"":-0.25}]","[{""x"":3.67,""y"":0.55,""z"":-0.25},{""x"":1.82,""y"":1.57,""z"":-0.25},{""x"":1.69,""y"":3.09,""z"":-0.25},{""x"":2.61,""y"":3.81,""z"":-0.25}]",0.337065,0.245196
1450,"{""start"":{""x"":0.79,""y"":3.89,""z"":-0.25},""goal"":{""x"":3.69,""y"":0.81,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.51,2.86,-0.75],""max_corner"":[1.98,3.24,0.25],""size"":[0.47,0.38,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.71,0.89,-0.75],""max_corner"":[3.13,1.53,0.25],""size"":[0.42,0.65,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[2.59,3.11,-0.75],""max_corner"":[3.33,3.64,0.25],""size"":[0.74,0.53,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.51,2.86,-0.75],\""max_corner\"":[1.98,3.24,0.25],\""size\"":[0.47,0.38,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.71,0.89,-0.75],\""max_corner\"":[3.13,1.53,0.25],\""size\"":[0.42,0.65,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[2.59,3.11,-0.75],\""max_corner\"":[3.33,3.64,0.25],\""size\"":[0.74,0.53,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.79,""y"":3.89,""z"":-0.25},{""x"":1.11,""y"":2.36,""z"":-0.25},{""x"":2.24,""y"":0.32,""z"":-0.25},{""x"":3.68,""y"":0.25,""z"":-0.25},{""x"":3.69,""y"":0.81,""z"":-0.25}]","[{""x"":0.79,""y"":3.89,""z"":-0.25},{""x"":1.1,""y"":2.46,""z"":-0.25},{""x"":3.75,""y"":2.29,""z"":-0.25},{""x"":3.69,""y"":0.81,""z"":-0.25}]",1.034322,2.385072
1451,"{""start"":{""x"":3.99,""y"":1.33,""z"":-0.25},""goal"":{""x"":2.02,""y"":0.84,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.9,2.38,-0.75],""max_corner"":[1.37,2.89,0.25],""size"":[0.47,0.52,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[3.63,3.43,-0.75],""max_corner"":[3.89,3.82,0.25],""size"":[0.26,0.39,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.9,2.38,-0.75],\""max_corner\"":[1.37,2.89,0.25],\""size\"":[0.47,0.52,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[3.63,3.43,-0.75],\""max_corner\"":[3.89,3.82,0.25],\""size\"":[0.26,0.39,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.99,""y"":1.33,""z"":-0.25},{""x"":2.02,""y"":0.84,""z"":-0.25}]","[{""x"":3.99,""y"":1.33,""z"":-0.25},{""x"":2.02,""y"":0.84,""z"":-0.25}]",0.0,0.0
1452,"{""start"":{""x"":3.7,""y"":3.35,""z"":-0.25},""goal"":{""x"":1.96,""y"":1.7,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.81,1.59,-0.75],""max_corner"":[3.32,2.11,0.25],""size"":[0.52,0.52,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.59,3.09,-0.75],""max_corner"":[2.85,3.65,0.25],""size"":[0.26,0.56,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[3.22,0.68,-0.75],""max_corner"":[3.95,1.09,0.25],""size"":[0.73,0.41,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[2.05,0.61,-0.75],""max_corner"":[2.47,1.01,0.25],""size"":[0.42,0.41,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.81,1.59,-0.75],\""max_corner\"":[3.32,2.11,0.25],\""size\"":[0.52,0.52,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.59,3.09,-0.75],\""max_corner\"":[2.85,3.65,0.25],\""size\"":[0.26,0.56,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[3.22,0.68,-0.75],\""max_corner\"":[3.95,1.09,0.25],\""size\"":[0.73,0.41,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[2.05,0.61,-0.75],\""max_corner\"":[2.47,1.01,0.25],\""size\"":[0.42,0.41,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.7,""y"":3.35,""z"":-0.25},{""x"":3.26,""y"":2.62,""z"":-0.25},{""x"":2.23,""y"":2.56,""z"":-0.25},{""x"":1.96,""y"":1.7,""z"":-0.25}]","[{""x"":3.7,""y"":3.35,""z"":-0.25},{""x"":3.37,""y"":2.55,""z"":-0.25},{""x"":2.37,""y"":2.55,""z"":-0.25},{""x"":1.96,""y"":1.7,""z"":-0.25}]",0.086608,0.134696
1453,"{""start"":{""x"":2.27,""y"":1.31,""z"":-0.25},""goal"":{""x"":3.83,""y"":1.6,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.6,2.07,-0.75],""max_corner"":[3.23,2.81,0.25],""size"":[0.63,0.74,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.52,1.25,-0.75],""max_corner"":[0.96,1.8,0.25],""size"":[0.44,0.55,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.6,2.07,-0.75],\""max_corner\"":[3.23,2.81,0.25],\""size\"":[0.63,0.74,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.52,1.25,-0.75],\""max_corner\"":[0.96,1.8,0.25],\""size\"":[0.44,0.55,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.27,""y"":1.31,""z"":-0.25},{""x"":3.83,""y"":1.6,""z"":-0.25}]","[{""x"":2.27,""y"":1.31,""z"":-0.25},{""x"":3.83,""y"":1.6,""z"":-0.25}]",0.0,0.0
1454,"{""start"":{""x"":1.92,""y"":2.22,""z"":-0.25},""goal"":{""x"":3.1,""y"":2.03,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":1.92,""y"":2.22,""z"":-0.25},{""x"":3.1,""y"":2.03,""z"":-0.25}]","[{""x"":1.92,""y"":2.22,""z"":-0.25},{""x"":3.1,""y"":2.03,""z"":-0.25}]",0.0,0.0
1455,"{""start"":{""x"":2.21,""y"":1.24,""z"":-0.25},""goal"":{""x"":2.24,""y"":0.05,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[3.4,1.1,-0.75],""max_corner"":[3.73,1.5,0.25],""size"":[0.33,0.4,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.96,0.33,-0.75],""max_corner"":[1.64,0.68,0.25],""size"":[0.67,0.35,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[1.02,1.81,-0.75],""max_corner"":[1.51,2.26,0.25],""size"":[0.49,0.45,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[3.4,1.1,-0.75],\""max_corner\"":[3.73,1.5,0.25],\""size\"":[0.33,0.4,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.96,0.33,-0.75],\""max_corner\"":[1.64,0.68,0.25],\""size\"":[0.67,0.35,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[1.02,1.81,-0.75],\""max_corner\"":[1.51,2.26,0.25],\""size\"":[0.49,0.45,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.21,""y"":1.24,""z"":-0.25},{""x"":2.24,""y"":0.05,""z"":-0.25}]","[{""x"":2.21,""y"":1.24,""z"":-0.25},{""x"":2.24,""y"":0.05,""z"":-0.25}]",0.0,0.0
1456,"{""start"":{""x"":2.13,""y"":1.46,""z"":-0.25},""goal"":{""x"":1.28,""y"":0.22,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.42,1.89,-0.75],""max_corner"":[3.16,2.21,0.25],""size"":[0.74,0.32,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.85,0.08,-0.75],""max_corner"":[2.45,0.36,0.25],""size"":[0.6,0.28,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[1.77,3.1,-0.75],""max_corner"":[2.25,3.53,0.25],""size"":[0.48,0.43,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.42,1.89,-0.75],\""max_corner\"":[3.16,2.21,0.25],\""size\"":[0.74,0.32,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.85,0.08,-0.75],\""max_corner\"":[2.45,0.36,0.25],\""size\"":[0.6,0.28,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[1.77,3.1,-0.75],\""max_corner\"":[2.25,3.53,0.25],\""size\"":[0.48,0.43,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.13,""y"":1.46,""z"":-0.25},{""x"":1.58,""y"":1.14,""z"":-0.25},{""x"":1.28,""y"":0.22,""z"":-0.25}]","[{""x"":2.13,""y"":1.46,""z"":-0.25},{""x"":1.28,""y"":0.22,""z"":-0.25}]",0.324608,0.283215
